제목,날짜,분류,기자,본문
Moon ratifies Pyongyang Declaration and CMA in cabinet meeting,2018-10-24 16:34,North Korea,Kim Bo-hyeop,"On Oct. 23, the Blue House announced that South Korean President Moon Jae-in ratified the Pyongyang Joint Declaration and the Agreement on the Implementation of the Historic Panmunjom Declaration in the Military Domain (also called the Comprehensive Military Agreement, or CMA); both agreements were reached during the Pyongyang summit in September.

The Pyongyang Declaration will be printed in the government gazette within a few days, while the CMA is supposed to be printed after sharing the text with North Korea. From the moment the two inter-Korean summit agreements are printed in the government gazette, they will become legally binding.

During his opening remarks to the cabinet meeting held on Tuesday, Moon said, “The Pyongyang Joint Declaration and the Agreement on the Implementation of the Historic Panmunjom Declaration in the Military Domain will serve to promote and facilitate the complete denuclearization of the Korean Peninsula by furthering inter-Korean relations and easing military tensions. They not only represent the path to protecting the lives and safety of the South Korean people but will also aid our economy by eliminating risk factors on the Korean Peninsula.”

Moon’s ratification of the two agreements on Tuesday is believed to reflect his determination to move forward as quickly as possible in doing out what can be done to develop inter-Korean relations on the South Korean government’s prerogative amid the continuing sanctions on North Korea by the US and the international community.

When asked about the Blue House’s decision to ratify the Pyongyang Declaration while the motion to ratify the preceding Apr. 27 Panmunjom Declaration is still pending in the National Assembly, Blue House spokesperson Kim Eui-kyum said, “This [declaration] does not fall under the regulations of the North Korean Relations Development Act, which state that the National Assembly’s approval must be sought when a fiscal burden or legislation are necessary.”

“Even while the motion to ratify the agreement from the inter-Korean prime ministers’ meeting was still pending in the National Assembly in 2007, subsequent agreements reached by the two sides’ defense ministers, the Inter-Korean Joint Committee for Economic Cooperation and the Committee for Promoting Peaceful Cooperation in the West Sea were ratified after being approved in a cabinet meeting,” Kim explained.

The government’s explanation is that, since it believes conservative opposition parties are refusing to ratify the Panmunjom Declaration for “political reasons,” the government has no choice but to ratify the Pyongyang Declaration and the CMA in order to promote North Korea’s denuclearization and the development of inter-Korean relations.



But there is likely to be continuing procedural controversy about Moon’s ratification of the Pyongyang Declaration before the preceding Panmunjom Declaration.

“The fact that President Moon says the Panmunjom Declaration needs the approval of the National Assembly and that the Pyongyang Declaration and the Comprehensive Military Agreement don’t need its approval even though they represent the gist of the Panmunjom Declaration is evidence of his habitual high-handed abuse of power,” Liberty Korea Party Floor Leader Kim Sung-tae said during a meeting with reporters on Tuesday.

“It’s bizarre for the Comprehensive Military Agreement to be ratified while the Panmunjom Declaration has yet to be ratified by the National Assembly, considering that the former is effectively the child of the latter. In order to follow the correct order, [President Moon] should either wait until the Panmunjom Declaration has been ratified by the National Assembly or first withdraw the motion to ratify [the Panmunjom Declaration], if it in fact doesn’t require [the National Assembly’s] ratification as the Bareunmirae Party argues, and ratify that before ratifying the Comprehensive Military Agreement,” said Kim Gwan-yeong, floor leader of the Bareunmirae Party, during a telephone call with the Hankyoreh on Tuesday.

Experts on inter-Korean relations and foreign policy offered conflicting views. “The president’s ratification of the Pyongyang Joint Declaration presumes that the Panmunjom Declaration has received the approval and ratification of the National Assembly. If the Panmunjom Declaration fails to receive the National Assembly’s approval, it will also be impractical to move forward with [the Pyongyang Joint Declaration],” one expert said.

According to this interpretation, if the National Assembly votes down the motion to ratify the Panmunjom Declaration, the government would only be able to implement those sections of the Pyongyang Joint Declaration that are unrelated to the content of the Panmunjom Declaration.

Another expert offered an alternative viewpoint: “Under normal circumstances, the problem is caused when the government refuses to submit agreements to the National Assembly for ratification, but in this case [the Panmunjom Declaration], the problem is that the government has sought ratification in the National Assembly but [the opposition parties] are refusing to do so.”

By Kim Bo-hyeop, Seong Yeon-cheol, Kim Ji-eun and Song Gyung-hwa, staff reporters

Please direct comments or questions to [english@hani.co.kr]"
[Photo] S. Korea negotiating for Kaesong complex business owners to visit North Korea,2018-10-24 16:27,North Korea,,"The South Korean Ministry of Unification announced on Oct. 24 that its currently negotiating a visit to North Korea by business owners with investments in the Kaesong Industrial Complex. During a press briefing in Seoul, Unification Minister Spokesperson Baek Tae-hyun said the government is negotiating with North Korean authorities to allow entrepreneurs with investments in the Kaesong Industrial Complex to inspects their assets in North Korea. Although negotiations are still underway, it is expected that the visit will occur sometime next week. The business owners have been isolated from their assets since the Park Geun-hye administration shut down the complex in February 2016. They filed six requests to the Ministry of Unification to visit their facilities, but all of them were denied. (Hankyoreh archives)"
"N. Korea and US narrow down potential summit sites to “3 or 4 places,” Blue House official says",2018-10-23 18:24,North Korea,Seong Yeon-cheol,"North Korea and the US are “talking about three or four places” as possible venues for a second summit, a senior Blue House official said on Oct. 21.

The official, who accompanied South Korean President Moon Jae-in on his recent European tour, shared the remarks with reporters soon after their return.

“[US Secretary of State Mike Pompeo] reached a substantial agreement [with the North] during his fourth North Korea, so the time has come to meet,” the official said.

While visiting Mexico City on Oct. 19, Pompeo said, “I'm very hopeful we'll have senior leader meetings here in the next week and a half or so between myself and my [North Korean] counterpart.”

The same official also responded to claims from some corners that President Moon could trouble the US with remarks during his European tour in which he publicly mentioned the need to reduce US sanctions against the North as it achieves substantive denuclearization.

“On the contrary, we are helping the US out,” the official said.

“That’s not what the South Korea-US alliance is about,” the official continued.

“There may be different views even within the US, and while it may be a bit different [from South Korea] in procedural terms, our direction and goals are the same, so the US trusts us.”

“The way we get there may be a bit different, but we are ultimately walking the same path,” the official said. When asked when the loosening of sanctions might occur, the official replied, “We’ll have to wait and see.”

The official also noted the recent rapid progress and development in inter-Korean relations.

“The rate of progression [in inter-Korean relations] has truly been tremendous. Honestly, it’s almost strange how quickly it’s progressed,” the official said.

“I believe a South Korea visit by Chairman Kim Jong-un within the year is still a possibility,” the official continued.

The official also said President Moon holds a far more positive and optimistic view of the recent situation than his advisors.

“President Moon seems confident and committed that we are moving the right direction in the broad scheme of things [in terms of the Korean Peninsula situation], even if it takes some time,” the official said.

“He’s optimistic enough that when his advisors express concern, he’s the one telling them, ‘Don’t worry.’”

At the same time, the official relayed President Moon’s concerns about reporting on the activities of Blue House National Security Office Director Chung Eui-yong due to the nature of inter-Korean relations.

“He said words to the effect that he would like the media’s support in seeing to it that people are not notified when the National Security Office director travels outside,” the official said.

“It appears that he said that because of the special nature of inter-Korean relations,” the official added.

Meanwhile, Chung was given a scrap of clothing worn by Mother Teresa by Father Han Hyun-taek, who served as interpreter for an Oct. 18 meeting with President Moon and Pope Francis.

“In presenting him with the clothing scrap, Father Han told him, ‘Good things will happen if you carry this around with you,’” the official said.

The official also reported that President Moon’s “stock” had risen enough that he received meeting requests from 15 heads of state during the ASEM Summit in Belgium.

“President Moon was very popular,” said another Blue House official.

“Among [the heads of state], we opted to meet with the UK and Germany,” the official added.

By Seong Yeon-cheol, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
Blue House paying close attention to US reports on scheduling of 2nd summit with N. Korea,2018-10-23 18:22,North Korea,Kim Bo-hyeop,"The Blue House is keeping a close eye on reports about the time and location of the second North Korea-US summit. On Oct. 22, a number of domestic and foreign news media cited a diplomatic source in Washington as saying the summit was likely to be held after the turn of the year, in early January.

If the North Korea-US summit is pushed back until next year, which would be later than originally expected, it could impact the schedule of the formal declaration of the end of the Korean War and North Korean leader Kim Jong-un’s reciprocal visit to Seoul, both of which Kim and South Korean President Moon Jae-in agreed to do during their summit in Panmunjom on Apr. 27.

For now, officials in the Blue House are determined to wait for the results of the North Korea-US high-level talks, which are being held to decide the time and location of the summit. “The reports by some US media outlets that the North Korea-US summit is being delayed until January of next year are not confirmed and are based on a quote by an anonymous source. I’ve been given to understand that North Korea and the US are currently exchanging various opinions about the summit,” a senior official at the Blue House said during a press briefing on Monday.

“We’re getting mixed signals from the Americans, so it seems a little early to conclude that the North Korea-US summit will be delayed,” another senior official said in a telephone call with the Hankyoreh.

In related news, South Korean President Moon Jae-in is planning to ratify the Pyongyang Joint Declaration and the Agreement on the Implementation of the Historic Panmunjom Declaration in the Military Domain (Comprehensive Military Agreement) during a cabinet meeting on Oct. 23.

When the Unification Ministry recently inquired with the Ministry of Government Legislation as to whether the National Assembly’s approval is necessary to ratify these two agreements, the Ministry of Government Legislation reportedly said it is not. The Pyongyang Joint Declaration was signed by Kim and Moon and the Comprehensive Military Agreement was signed by South Korean Defense Minister Song Young-moo and North Korean Minister of the People’s Armed Forces No Kwang-chol during the inter-Korean summit in Pyongyang on Sept. 19.
　
By Kim Bo-hyeop and Lee Kyung-mi, staff reporters

Please direct comments or questions to [english@hani.co.kr]"
US continually pushes back timeline for 2nd summit with North Korea,2018-10-23 18:20,North Korea,Hwang Joon-bum,"September 24: “The date and time will be announced shortly.”
October 7: “The summit will be held as quickly as possible.”
October 9: “It will be held after the midterm elections.”
October 12: “It will be held sometime in the next two to three months.”
October 19: “It looks like it will be happening after Jan. 1.”

The US timeline for holding a second summit with North Korea keeps getting pushed back. After it initially seemed that the summit would happen soon after an inter-Korean summit on Sept. 19, over a month has passed without any decision on the date or venue. Now high-level US authorities are even talking about it taking place past Jan. 1.

After previously indicating the summit date would come “after the midterms,” US President Donald Trump, is now openly calling not to “rush” things. His remarks appear to support White House National Security Advisor John Bolton and others who are setting a later date for the meeting.

“What this shows is that the North Korea-US summit schedule is essentially predicated on progress with denuclearization,” said a former diplomat familiar with North Korea-US relations.

In practical terms of the time needed to coordinate a summit agenda and make protocol and security preparations, a date within the year would be cutting things quite close. Coordinating the November and December schedules of Trump and North Korean leader Kim Jong-un would be no easy matter either. Trump is reportedly scheduled to visit France on Nov. 11 for an event marking the centennial of the First World War’s end and to attend the G20 summit in Argentina on Nov. 30 and Dec. 1. Kim is preparing a big schedule of his own, including his visit to Russia and a North Korea visit by Chinese President Xi Jinping.

Some analysts have suggested Washington is using the timeline as leverage to pressure Pyongyang into additional denuclearization steps – suggesting that North Korea could help hasten things by making progress with denuclearization.

“With the midterm elections coming up, the Trump administration seems to want to send the message back home that it is not going to beg North Korea for dialogue, while sending Pyongyang the signal that it is pressing for more advanced denuclearization measures,” said University of North Korean Studies professor Yang Moo-jin.
“With this battle of wits still going between North Korea and the US, it’s tough to conclude yet whether the summit will be put off until next year,” Yang said.

At the same time, Washington has also been sending signals that it wants to sustain the current dialogue climate, including its proposal to hold high-level talks and its decision to suspend the Vigilant Ace joint Air Force exercise with South Korea.

“The messages the US has been sending North Korea are mixed,” said Institute for National Security Strategy senior researcher Lee Soo-hyoung.

“In addition to the dialogue signals, there has also been an emphasis on keeping sanctions in place and moves by hardliners to increase pressure on North Korea by dragging things out,” Lee said.

The mixed signals from Washington show how complex the battle of wits with Pyongyang has become. At the Sept. 19 inter-Korean summit in Pyongyang, North Korea pledged to dismantle its nuclear facilities at Yongbyon, contingent on corresponding measures from the US. It then joined China and Russia in demanding a gradual loosening of sanctions.



In other words, North Korea’s target has shifted from a declaration ending the Korean War to the lifting of the sanctions against it. During his European tour, South Korean President Moon Jae-in raised the need to consider loosening sanctions at a stage of “irreversible” denuclearization by North Korea. The US, for its part, has been forced to weigh the importance of corresponding measures.

The general outline of the second North Korea-US summit schedule appears likely to be drawn at the high-level talks, which are predicted to happen as early as next week. If the North Korea-US summit date does move into next year, it could affect Kim’s plans to visit South Korea as indicated in the Sept. 19 Pyongyang Joint Declaration. Diplomatic sources predicted that the difficulties in coordinating North Korea’s denuclearization with corresponding US measures would continue, but said negotiations could gain renewed momentum once the high-level talks take place.

“At the moment, we are hoping the second North Korea-US summit proceeds smoothly, and we look forward to Chairman Kim paying a reciprocal visit to Seoul as scheduled,” said Blue House spokesperson Kim Eui-kyum in an Oct. 22 briefing.

By Hwang Joon-bum, Washington correspondent, and Yoo Kang-moon, senior staff writer, and Park Min-hee, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
[Photo] South and North Korea agree on joint pest control and modernization of plant nurseries,2018-10-23 18:14,North Korea,,"Talks for inter-Korean forestry cooperation were held at the inter-Korean joint liaison office in the Kaesong Industrial Complex on Oct. 22. The South Korean delegation was headed by Korea Forest Service Deputy Director Park Jong-ho, the North Korean delegation by Ministry of Land and Environmental Protection General Forestry Bureau Deputy Director Kim Song-jun. In the spirit of implementing the agreements stipulated in the September Pyongyang Joint Declaration, both sides agreed to a joint pest control project until March of next year. They also agreed to modernize ten plant nurseries in North Korea by the end of the year. (photo pool)"
"[Interview] “North Korea also has attorneys, prosecutors and courts”",2018-10-22 17:23,North Korea,Kim Nam-il,"“Even” North Korea has lawyers. Its Socialist Constitution states that “courts cases are heard in public and the accused is guaranteed the right of defense.” In 1993, it created an Attorney Act with 30 articles. It also has a bar association, its equivalent to the South’s Korea Bar Association.

But there is a difference in terms of the attorney’s role. Article 1 of the North Korean Attorney Act states that attorneys are to “contribute to protecting the legal rights and interests of institutions, companies, groups, and citizens and guaranteeing the correct enforcement of the law.”

This stands in contrast with the South Korean Attorney-at-Law Act, which states that the “mission of an attorney-at-law shall be to defend fundamental human rights and realize [. . . ] social justice.”

“I don’t really know the situation with the legal community. I’m sure they have a legal community there. All we really have access to are the North Korean Constitution and laws; there aren’t any exchanges among legal professionals. So we have to meet.”

Former Supreme Court Justice Lee Hong-hoon, 72, welcomes recent developments in inter-Korean relations, which may be slow in coming but are not as susceptible to being pushed back as they have been in the past. After stepping down from the Supreme Court in 2011, Lee launched a public interest committee for the law firm Yoon & Yang the following year; in 2014, he became inaugural chairman of the Yoon & Yang Public Interest Foundation.

After stepping down to the position of advisory attorney for the foundation last December, he became chairman in January for the Judicial Development Committee with the People, where he has been developing a framework for judicial reforms. While this was going on, something else happened: the May launch of the Peace Community Legislation Forum, designed to provide legal support for inter-Korean exchange and cooperation. Lee, who serves as a representative for the forum, met with the Hankyoreh on Oct. 1 in the Yoon & Yang Public Interest Foundation’s conference room at ASEM Tower in Seoul’s Gangnam District.

“In December of last year, before the April inter-Korean summit, legal professionals and private groups met and agreed to contribute to establishing peace on the Korean Peninsula and integrating the community through inter-Korean legal exchange and cooperation. I also presented a proposed full amendment there to the Inter-Korean Exchange and Cooperation Act.”

Lee truly sensed the need for “peace community legislation” when the Kaesong Industrial Complex was closed in Feb. 2016.



“Before discussing political unification, we need to focus on the value of peace and integrating communities. Discussions of unification that do not include enough of a social consensus on that value are meaningless, and sometimes dangerous. If our aim is achieve a stable, lasting peace regime instead of temporary peace, it is essential that we create laws and institutions to unite the settings where exchange and cooperation happen.”

During his time as a judge, Lee produced a number of forward-thinking rulings on cases involving violations of the National Security Act and other issues. It is because of this experience that he understands better than anyone how difficult it can be to achieve a social consensus on qualitative changes to inter-Korean relations.

“That’s why getting the conversation started through inter-Korean exchange is the most important thing. North Korea also has attorneys, prosecutors, and courts. Kim Il-Sung University has a law department. When it comes to dialogue, it matters who you’re talking to, but everyone is in the dark about the North Korean situation.”



Despite the lack of understanding, Lee was not going to simply sit around in frustration. Among the participants in the Legislation Forum are private groups with previous experience in exchange and cooperation, along with the South Korean office of the Konrad Adenauer Foundation based in Germany – which has its own previous experience with reunification.

“The experience and vision of people who have been working on the front lines in inter-Korean exchange and cooperation are invaluable assets in establishing a legal system to support peace and community. Germany’s reunification process remains a vital reference for us.”

Stefan Samse, a jurist who serves as director of the Adenauer Foundation’s Korea office, recently paid two visits to North Korea.

“He said he met with representatives of North Korean courts, and then with Kim Il-sung University. I look forward to opportunities for South and North Korean legal professionals and scholars to meet and exchange opinions. Seminars could be held in North Korea, South Korea, or a third country.”

Many legal professionals have long been involved in research with an interest in North Korean laws, unification-related laws, laws on inter-Korean exchange and cooperation, and North Korean human rights. It remains difficult to find similarities between the South and North Korean legal systems to match their differences.

“North Korea’s legal system will have to change if it wants to pursue economic cooperation with the international community going ahead. Our forum can provide support with that,” Lee said.



Lee appeared to be giving a lot of thought to areas where South and North Korean laws are in conflict.

“You can’t simply force one side’s system and laws and the other – but there is a way,” he said. “Just as South and North put their heads together to come up with regulations when they first operated the Kaesong Complex, the two sides need to meet first to discuss the problems that could surface in the exchange and cooperation process.”

One idea that Lee is considering involves creating a legal journal for inter-Korean relations to share and discuss North Korean law-related articles.

The forum is currently preparing a roundtable discussion on economic sanctions and legal issues in the economic areas where exchange and cooperation will be concentrated.

“It’s dangerous to view the North as something to exploit. With economic cooperation, you can only build a real relationship of trust when you proceed together as equal partners.”

Lee is also working on changing the forum into a corporation.

“In the past, the hard-won trust between South and North Korea has often collapsed due to changes in policies as new administrations have come into office and changes in the international environment. To overcome this kind of instability, the forum wants to revise the laws and systems to place inter-Korean agreements on a solid footing and increase predictability.”

Some of the young public interest attorneys lending their support include Ham Bo-hyeon and Hong Yu-jin of the Yoon & Yang Public Interest Foundation, Song Yoon-jeong of Barun Law, and Kim Gwang-hoon of the DongIn Law Group.

By Kim Nam-il and Ko Han-sol, staff reporters

Please direct comments or questions to [english@hani.co.kr]"
Forestry cooperation meeting held on Oct. 22 at inter-Korean joint liaison office,2018-10-22 17:17,North Korea,Lee Je-hun,"Forestry cooperation subcommittee talks took place on Oct. 22 at the inter-Korean joint liaison office in the Kaesong Industrial Complex as agreed upon in high-level inter-Korean talks on Oct. 15.

The senior representatives to the talks were Korea Forest Service Deputy Director Park Jong-ho on the South Korean side and Ministry of Land and Environmental Protection General Forestry Bureau Deputy Director Kim Song-jun on the North Korean side, the South Korean Ministry of Unification announced on Oct. 21.

Priority discussions reportedly focused on joint pest control efforts in border regions including Mt. Keumgang and modernization of North Korean tree nurseries – part of an effort to “achieve substantial results in forestry cooperation” as stressed by South Korean President Moon Jae-in and North Korean leader Kim Jong-un in their Pyongyang Joint Declaration in September.

Military authorities are also moving to accelerate the process for implementing the Comprehensive Military Agreement (CMA) according to the Panmunjom Declaration. The second round of trilateral talks involving South and North Korea and the UN Command were held on Oct. 22 at the House of Peace in Panmunjom. The second meeting took place only five days after the first.

The Ministry of National Defense has also announced that inter-Korean general-level military talks will be held at Unification House (Tongilgak) in Panmunjom on Oct. 26.



While the dates have not yet been announced, public health/healthcare subcommittee talks and athletic talks are also scheduled to take place at the Kaesong liaison office within the month.

During this week or the beginning or middle of next week at the latest, the two sides are further expected to begin a joint local examination of the Gyeongui (Seoul-Sinuiju) railway line (West Sea line), which they had initially planned to carry out on Aug. 22 before being blocked by the UN Command. In their high-level talks on Oct. 15, the two sides said they would be “beginning a joint examination of the Gyeongui line in late October,” while Blue House Spokesperson Kim Eui-kyum said on Oct. 18 that Seoul was “cooperating closely with the US” on the railway cooperation issue and expecting a “positive result.”

A South Korean government official predicted there will “not be any setbacks in the schedule South and North agreed upon.”

Indeed, the two sides have been exchanging telephone messages since the high-level talks to coordinate the schedule for the Gyeongui line survey. Sources familiar with the situation said the main issues in current inter-Korean discussions concern the survey’s schedule and start date rather than its methods. In terms of methods, the joint survey approach agreed upon in August is to be applied: a South Korean train consisting of a locomotive and six passenger and freight cars (including a conference room, sleeping car, dining car, fuel car, and water) is to depart Seoul Station and cross the Military Demarcation Line (MDL), at which point the locomotive is to be replaced with a North Korean one and North Korean officials will join the train’s journey to Sinuiju via Kaesong and Pyongyang.

But with the South insisting on a period of around ten days for the survey and North Korea maintaining it could done in six days, the two sides are expected to settle on a schedule somewhere in between.

By Lee Je-hun, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
Pompeo signals he wants N. Korean counterpart to travel to US for high-level meetings,2018-10-22 17:16,North Korea,Lee Je-hun,"If the North Korea-US high-level talks that US Secretary of State Mike Pompeo said might take place within “the next week and a half” actually occur, who would be his North Korean negotiating counterpart?

During an interview with Voice of America in Mexico City, Pompeo said, ”I’m very hopeful we’ll have senior leader meetings here in the next week and a half or so between myself and my counterpart.”

While Pompeo did not specify the location, his remarks show that he wants his North Korean negotiating counterpart to come to the US for the meeting, rather than him making a fifth trip to North Korea.

In light of Pompeo’s past negotiations with North Korea, the first figure that comes to mind is Kim Yong-chol, the vice chairman of the Central Committee of the Workers’ Party of Korea (WPK). On June 1, Kim Yong-chol traveled to the US as a special envoy from North Korean leader Kim Jong-un and visited the White House, where he delivered a personal letter from Kim Jong-un to US President Donald Trump. Kim Yong-chol was also Pompeo’s negotiating counterpart during his first three visits to North Korea (Mar. 31-Apr. 1, May 8-9 and July 6-7).

But the upcoming meeting could mark a break with precedent. During Pompeo’s fourth visit to North Korea on Oct. 7, Kim Jong-un dealt with him directly. On top of that, the person who accompanied Kim Jong-un during his meeting with Pompeo was not Kim Yong-chol but rather Kim Yo-jong, first vice director of the WPK central committee. Kim Yong-chol only attended the luncheon.

This is prompting speculation about Kim Yo-jong visiting the US if the North Korea-US high-level talks are held in the US as Pompeo hopes. Even in that case, however, “Kim Yo-jong might not come alone,” according a senior South Korean official handling foreign policy and security. Even if Kim Yo-jong visits the US as a special envoy carrying a personal letter from Kim Jong-un, a tête-à-tête with Pompeo might be inappropriate under the current circumstances, leading some to think that she might be accompanied by someone else.

In such an event, her companion is less likely to be Foreign Minister Ri Yong-ho than Kim Yong-chol. Ri did meet with Pompeo on Sept. 26, around the time of the UN General Assembly, but they did not negotiate, nor was Ri Pompeo’s negotiating counterpart during his four trips to North Korea.

By Lee Je-hun, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
US calls for high-level meeting at end of Oct. to prepare for 2nd N. Korea-US summit,2018-10-22 17:14,North Korea,Hwang Joon-bum,"As North Korea and the US continue their tug-of-war over what should come first --denuclearization by the North or corresponding measures by the US -- leading up to their second summit, the US is trying to engineer a breakthrough by calling for a high-level meeting at the end of October.

The next issue is whether the high-level meeting will help the two sides break out of their bottleneck and bring about a preliminary agreement that will quickly lead to a second summit between North Korean leader Kim Jong-un and US President Donald Trump.

“We’re working on finding dates and times and places [for the summit] that will work for each of the two leaders [President Trump and Chairman Kim]. I’m very hopeful we’ll have senior leader meetings here in the next week and a half or so between myself and my counterpart to continue this discussion so that when the two of them get together there’s real opportunity to make another big step forward on denuclearization,” US Secretary of State Mike Pompeo said during an interview with Voice of America on Oct. 19.

The mention of “the next week and a half” means that high-level North Korea-US talks could be held at the end of this month. Considering that the working-level meeting between US Special Representative for North Korea Stephen Biegun and North Korean Vice Foreign Minister Choe Son-hee has not been held, it’s uncertain whether Pompeo’s reference to “senior leader meetings” means that the working-level meeting would be held first or that he would move forward with a high-level meeting. At any rate, a high-level meeting is likely to provide a critical opportunity to reach a compromise on the debate over denuclearization and corresponding measures prior to the summit.

During Pompeo’s fourth trip to North Korea on Oct. 7, the US reportedly asked the North to take more steps, such as disclosing a list of its nuclear weapons and facilities, in addition to the closure of its nuclear facilities in Punggye Village, Dongchang Village and Yongbyon. This reportedly elicited strong pushback from the North and a demand for the US to take corresponding measures, such as formally ending the Korean War and easing sanctions.

The central challenge of the North Korea-US negotiations is to create an action plan while balancing each other’s demands. In connection with this, South Korean President Moon Jae-in said during his summit with Danish Prime Minister Lars Lokke Rasmussen on Oct. 20 that “Making a timetable for the denuclearization process and the US’ corresponding measures will be the agenda of the second North Korea-US summit.”

“The reason that Choe Son-hee and Stephen Biegun haven’t held working-level talks yet is because North Korea and the US haven’t reached an agreement on their list of demands [about denuclearization and corresponding measures]. Pompeo proposed meeting with the North Koreans because the North and the US have arranged an agenda through backroom negotiations and the US has fixed its position about easing sanctions,” said Cho Sung-ryul, senior research fellow for the Institute for National Security Strategy.

If the framework of the agenda for the second North Korea-US summit is put in place during the high-level talks, it will be possible for Biegun and Choe to launch their negotiations about the list of concessions the two sides will swap in regard to the initial steps toward denuclearization and corresponding measures.




The timing and location of the summit is also likely to be up for discussion during the high-level talks. North Korea reportedly hopes to hold the summit in Pyongyang as soon as possible, while the US reportedly prefers holding the summit in a third country such as Switzerland or Sweden while it waits for North Korea to take additional steps toward denuclearization. It is also possible that Biegun and Choe will be introduced to each other during the high-level talks.

The announcement by South Korea and top US military officials on Oct. 19 that they will suspend this year’s Vigilant Ace Air Force exercise, which is normally held each December, is also expected to help boost the mood for dialogue between North Korea and the US.

There’s also expected to be coordination between South Korea and the US in preparation for the North Korea-US negotiations. On Oct. 21, Lee Do-hoon, South Korea’s special representative for Korean Peninsula peace and security affairs, departed the country to coordinate the two countries’ policy on North Korea. Lee is scheduled to deliberate upcoming North Korea-US negotiations, including their second summit, during meetings with Biegun and other officials in Washington through Oct. 23.

“This seems to be a question of when they’ll set the time. I think we’re past the stage of asking whether or not it will happen,” Lee said in regard to Biegun and Choe’s working-level meeting.



At the same time, the US is sending signals that it won’t rush the second North Korea-US summit. An anonymous official in the US government told reporters on Oct. 19 that the second summit was likely to take place early next year. During a rally for the midterm elections on Oct. 20, Trump said that North Korean affairs would turn out well but said he wouldn’t try to rush them. Trump appears to be attempting to seize the initiative by stating that he won’t be pressed for time in his negotiations with North Korea.

If the second North Korea-US summit is pushed back to next year, it will make it harder to implement agreements reached by the leaders of South and North Korea, including making an end-of-war declaration and Kim Jong-un paying a return visit to Seoul before the end of the year. That shows how important the North Korea-US high-level talks are.

By Hwang Joon-bum, Washington correspondent, and Kim Ji-eun, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
Mine removal operation in Panmunjom’s JSA completed,2018-10-20 16:07,North Korea,Park Byong-su,"The operation to clear mines from the Joint Security Area (JSA) at Panmunjom has effectively been completed. Next week, the two sides are expected to begin removing troops from guard posts (GPs).

“The clearing of mines, which is the first step toward demilitarizing the JSA, has basically ended. We’re told that the North Koreans are also in the final stages,” a South Korean military official said on Oct. 19. In a military agreement reached last month, South and North Korea said they would remove all mines from the JSA by Oct. 20. During the mine removal work that has continued since Oct. 1, North Korea has apparently removed five mines, while South Korea has not turned up any mines.

Since the mine clearing operations have gone smoothly, South and North Korea, along with the UN Command, are planning to immediately begin removing GPs, troops and firearms from the JSA. According to the military agreement, which South and North Korea signed on Sept. 19, all the GPs, staff and firearms on both sides are supposed to be removed five days after the mines have been cleared.

North Korea currently has five GPs inside the JSA, while South Korea has four. After all the posts are gone, the two sides will set up alternating GPs at the northern and southern entrances to the JSA. South Koreans will install a GP at the end of Panmunjom Bridge, at the northern entrance, while North Koreans will install one at the southern entrance. All the weaponry in the possession of South and North Korean troops – including machine guns, AK-47 rifles, K-2 rifles and handguns – will be removed from the JSA.

In a press release issued on Friday, the UN Command said it had verified the mine removal work that had taken place thus far at Panmunjom as part of the Agreement on the Implementation of the Historic Panmunjom Declaration in the Military Domain (also called the Comprehensive Military Agreement, or CMA) in close cooperation with the South Korean Joint Chiefs of Staff and that it supported the next practical steps that South and North Korea would take to implement the military agreement.

“Yesterday's UN Command verification of initial mine clearance operations in the Demilitarized Zone (DMZ) lays the foundation for future progress on the CMA [Comprehensive Military Agreement] implementation,” said Gen. Vincent Brooks, commander of the UN Command.

Brooks added that the UN Command would deliberate closely with South and North Korea to work on implementing the other terms of the agreement.

By Park Byong-su, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
